model,outcome,country,term,estimate,std.error,conf.low,conf.high,or,or_low,or_high
by_country,w1gq15,PT,clusterHigh,-1.3562946564868463,0.3653037123871278,-2.072276776184395,-0.6403125367892977,0.25761355739783576,0.12589881172961037,0.5271276515118973
by_country,w1gq15,PT,gndrFemale,0.3079728269460207,0.30318832358272285,-0.2862653678091919,0.9022110217012332,1.360664015038077,0.7510632814820093,2.4650473634742434
by_country,w1gq15,PT,age,0.0014868113903463301,0.012049214375593396,-0.022129214827818995,0.025102837608511654,1.001487917242398,0.9781138400739008,1.0254205669012282
by_country,w1gq15,PT,eisced,-0.008786297477937901,0.08998908948156158,-0.18516167186335075,0.16758907690747493,0.9912521892327014,0.8309699285349463,1.1824506145378533
by_country,w1gq15,PT,hinctnta,-0.018710846044524363,0.06874686853635203,-0.15345223242568415,0.11603054033663543,0.9814631151585915,0.8577417354623637,1.1230301693289513
by_country,w1gq15,PT,w1xq3,-0.10816636329901841,0.15727368660319954,-0.41641712475712905,0.20008439815909224,0.89747827656322,0.6594051588936971,1.2215058466546471
by_country,w1gq15,PT,hincfel,0.3157692271094491,0.21005059191486591,-0.09592236797500825,0.7274608221939065,1.371313757068233,0.9085345447075108,2.069818292853127
by_country,w1gq15,PT,1|2,-1.4216847151123018,1.523539023822194,-4.407766330845113,1.5643969006205092,0.2413071404715815,0.012182359322193522,4.779791377232747
by_country,w1gq15,PT,2|3,-0.07575409368623465,1.499023989905716,-3.013787125862971,2.8622789384905016,0.9270441445408211,0.049105358001770495,17.501366060633067
by_country,w1gq15,PT,3|4,1.5765609473866058,1.4678257444599876,-1.3003246473356622,4.453446542108874,4.838288039865821,0.2724433306738326,85.9225700214838
by_country,w1gq15,PT,4|5,3.1634765930122786,1.4929472180741474,0.23735381476768413,6.089599371256873,23.65268390873758,1.2678896365015182,441.2446004609201
by_country,w1gq15,SI,clusterMid,-0.5253637129219482,0.17823029191735792,-0.8746886660340298,-0.17603875980986644,0.5913402471595726,0.4169918231894297,0.8385854792934186
by_country,w1gq15,SI,clusterHigh,-1.3947354867480681,0.19604346094928804,-1.7789736096132571,-1.0104973638828791,0.2478986001604782,0.16881132470041252,0.36403787524673376
by_country,w1gq15,SI,gndrFemale,-0.07879164919526326,0.15495552570872645,-0.38249889878983745,0.2249156003993109,0.92423246896466,0.682154642171663,1.252217025114889
by_country,w1gq15,SI,age,-0.0073920434768358695,0.004607839740096521,-0.016423243413957452,0.0016391564602857142,0.9926352104810519,0.9837108827819593,1.0016405006115607
by_country,w1gq15,SI,eisced,0.024437830519558574,0.06259146714297555,-0.09823919082019562,0.14711485185931278,1.0247388816429672,0.906432067592646,1.1584870097764384
by_country,w1gq15,SI,hinctnta,-0.08502514131690234,0.03853817387111896,-0.16055857413423802,-0.00949170849956664,0.9184891920833234,0.8516679363988835,0.9905531955811012
by_country,w1gq15,SI,w1xq3,0.0013627185759998131,0.061977225096049283,-0.12011041047398874,0.12283584762598837,1.001363647498864,0.8868225168171401,1.1306987988206312
by_country,w1gq15,SI,hincfel,0.08861682175225356,0.13309278766821153,-0.17224024867947763,0.3494738921839847,1.09266189183164,0.8417769130813308,1.418321162421504
by_country,w1gq15,SI,1|2,-2.5184565729987196,0.5355239612967315,-3.568064249998535,-1.4688488959989043,0.08058388616253173,0.028210409159952373,0.23019030572142318
by_country,w1gq15,SI,2|3,-1.017092176441463,0.5253218471018269,-2.046704077053101,0.01251972417017444,0.3616450126079832,0.12915990391002805,1.0125984240072972
by_country,w1gq15,SI,3|4,0.5178605621147909,0.5272662093132552,-0.5155622184041466,1.5512833426337285,1.678432902761199,0.5971647632016022,4.717520494624901
by_country,w1gq15,SI,4|5,1.820573303639381,0.5307529944326915,0.7803165498645179,2.860830057414244,6.175397813262626,2.182162919555751,17.476027023597545
by_country,w1gq16,AT,clusterMid,-1.4988498076154317,0.3014708625509918,-2.0897218406036004,-0.907977774627263,0.2233869504101919,0.1237215453419406,0.40333904232805645
by_country,w1gq16,AT,clusterHigh,-2.0535187937280845,0.3837922847495673,-2.805737849381577,-1.3012997380745919,0.12828270807442893,0.060462142755439194,0.2721778031829467
by_country,w1gq16,AT,gndrFemale,0.46461886646556116,0.25804169399429194,-0.04113356027295645,0.9703712932040788,1.5914075345079215,0.9597009434677127,2.638924092058877
by_country,w1gq16,AT,age,-0.007893239813778612,0.00799577065840451,-0.023564662332893567,0.007778182705336341,0.992137830002687,0.9767108162269401,1.0078085113513562
by_country,w1gq16,AT,eisced,-0.20371004244635274,0.07537117206396057,-0.35143482516428687,-0.05598525972841861,0.8156988549450026,0.7036777105466835,0.9455530734967719
by_country,w1gq16,AT,hinctnta,0.08957891424567128,0.06776852809961187,-0.04324496011485858,0.22240278860620116,1.0937136394937534,0.9576767687205047,1.2490743894861904
by_country,w1gq16,AT,w1xq3,-0.06824289430637492,0.08633479036797456,-0.2374559740404206,0.10097018542767075,0.9340335745848627,0.7886316104801975,1.106243659090156
by_country,w1gq16,AT,hincfel,0.4717305015702392,0.23607438078445012,0.009033217560122486,0.934427785580356,1.6027653827634685,1.0090741401980847,2.545756322405262
by_country,w1gq16,AT,1|2,-3.596807119396443,1.0029761628189313,-5.5626042758737295,-1.6310099629191568,0.02741110325472055,0.003838766162459473,0.19573179241518432
