w1gq5,w1gq1,w1gq10,w1gq13,w1gq14,w1gq15,w1gq16,gndr,age,eisced,hinctnta,w1xq3,hincfel,cntry,w1weight,risk_score,cluster
4,4,10,2,2,2,2,Female,71,7,5,1,2,FI,0.08456266,0.8049765788142919,High
4,5,10,2,1,2,2,Female,26,4,7,2,1,FI,0.21329159,1.0880911534142983,High
4,4,8,1,1,3,4,Male,27,6,8,2,1,FI,0.102180794,0.6908355603857214,High
2,3,5,4,4,3,4,Male,60,5,7,3,2,FI,0.13524377,-1.2280766235769611,Low
3,3,2,2,2,2,3,Male,81,5,8,2,1,FI,0.07664716,-0.6669951103599068,Low
5,5,10,1,5,1,1,Male,58,7,10,2,1,FI,0.06780701,1.8203841942742083,High
3,3,3,3,2,2,3,Male,74,1,6,2,2,FI,0.22630891,-0.6099246011456215,Low
4,5,10,1,1,1,2,Male,64,7,10,2,2,FI,0.07583566,1.0880911534142983,High
3,3,9,1,2,2,2,Female,59,6,7,5,2,FI,0.07275264,-0.26750154585991004,Mid
4,5,10,1,1,1,1,Female,82,5,2,2,1,FI,0.11388694,1.0880911534142983,High
4,4,8,2,3,3,2,Female,55,7,10,NA,1,FI,0.09146105,0.6908355603857214,High
1,3,2,3,5,5,4,Male,60,5,1,2,4,FI,0.12999912,-2.131581192079727,Low
3,3,6,3,2,2,3,Male,68,5,4,3,2,FI,0.13725738,-0.4387130735027658,Low
3,4,8,2,NA,2,3,Female,38,6,9,4,1,FI,0.09038801,-0.04145748047418853,Mid
2,4,5,3,3,5,3,Male,83,4,4,NA,1,FI,0.23025542,-0.9449620489769542,Low
5,5,9,3,3,1,1,Male,71,2,6,3,1,FI,0.15712641,1.763313685059923,High
3,3,9,2,3,3,2,Female,35,6,5,3,2,FI,0.09969184,-0.26750154585991004,Mid
3,4,8,2,2,4,1,Female,56,7,10,1,1,FI,0.07971041,-0.04145748047418853,Mid
3,3,9,2,2,3,3,Female,72,4,2,4,3,FI,0.16772114,-0.26750154585991004,Mid
4,4,10,1,1,1,1,Female,59,7,6,4,2,FI,0.08418736,0.8049765788142919,High
4,4,8,2,2,1,2,Male,36,4,7,4,2,FI,0.2253464,0.6908355603857214,High
4,4,7,2,2,1,2,Male,73,2,6,3,2,FI,0.15039963,0.6337650511714361,High
3,4,9,2,2,2,2,Male,70,7,7,2,2,FI,0.06809212,0.015613028740096714,Mid
4,3,10,1,1,1,1,Male,62,5,1,2,3,FI,0.15209045,0.5218620042142851,Mid
3,4,8,2,1,2,3,Female,72,4,5,4,2,FI,0.1743744,-0.04145748047418853,Mid
2,1,4,3,3,3,4,Male,47,2,6,3,2,FI,0.8584564,-1.8513762819912598,Low
3,3,6,4,1,2,3,Male,57,6,7,2,1,FI,0.07583566,-0.4387130735027658,Low
4,4,9,3,3,3,3,Male,86,7,7,3,2,FI,0.078860395,0.7479060696000066,High
3,3,9,3,2,3,2,Female,56,7,7,5,1,FI,0.081413575,-0.26750154585991004,Mid
3,5,7,2,3,4,2,Male,60,5,7,3,1,FI,0.07216398,0.184586584911533,Mid
3,3,7,2,4,2,2,Male,65,4,9,3,1,FI,0.12527516,-0.3816425642884806,Low
3,3,8,2,1,2,2,Female,55,5,10,3,2,FI,0.083916105,-0.3245720550741953,Mid
3,4,7,3,2,2,3,Female,64,4,7,2,2,FI,0.17410588,-0.09852798968847376,Mid
4,4,7,4,3,3,2,Female,26,4,1,1,3,FI,0.2303686,0.6337650511714361,High
4,4,9,2,2,2,2,Male,81,6,5,2,1,FI,0.080695674,0.7479060696000066,High
3,2,8,5,5,4,5,Female,59,4,6,4,2,FI,0.15808439,-0.6076866296742021,Low
2,2,3,2,5,4,5,Female,48,4,9,5,2,FI,0.2117379,-1.6253322166055384,Low
4,4,5,3,2,4,4,Male,74,1,6,2,2,FI,0.30711284,0.5196240327428656,Mid
2,2,9,2,2,3,2,Female,43,7,4,3,1,FI,0.10453435,-1.282909161319827,Low
2,2,5,3,3,4,4,Male,37,4,6,3,3,FI,0.2396606,-1.511191198176968,Low
4,5,10,5,1,5,2,Female,75,1,4,5,2,FI,0.24817802,1.0880911534142983,High
4,3,10,3,3,2,3,Male,71,5,7,1,2,FI,0.12346841,0.5218620042142851,Mid
3,3,9,2,2,2,3,Male,67,4,7,2,2,FI,0.14309014,-0.26750154585991004,Mid
5,5,10,1,1,1,1,Male,68,6,7,2,1,FI,0.07664716,1.8203841942742083,High
4,4,10,2,1,1,2,Male,68,5,8,3,1,FI,0.078860395,0.8049765788142919,High
2,3,2,2,3,1,3,Female,66,5,6,3,2,FI,0.17541847,-1.399288151219817,Low
3,4,8,3,2,3,2,Male,29,7,8,2,1,FI,0.10737989,-0.04145748047418853,Mid
3,4,9,2,2,3,2,Male,74,6,4,1,2,FI,0.070835896,0.015613028740096714,Mid
4,5,9,1,3,2,1,Male,56,7,9,1,2,FI,0.07583566,1.0310206442000132,High
4,4,9,2,2,2,3,Female,46,7,10,2,1,FI,0.101148605,0.7479060696000066,High
5,5,10,2,1,1,4,Female,68,6,5,5,2,FI,0.08456266,1.8203841942742083,High
3,3,5,4,1,2,3,Male,53,6,10,2,2,FI,0.081464484,-0.49578358271705103,Low
3,4,8,3,1,2,2,Male,71,7,6,4,1,FI,0.07664716,-0.04145748047418853,Mid
3,3,4,3,3,2,3,Male,66,4,2,5,2,FI,0.21911566,-0.5528540919313362,Low
4,4,7,3,3,1,2,Male,61,7,9,3,1,FI,0.06630193,0.6337650511714361,High
3,3,5,4,2,2,4,Female,65,5,5,1,2,FI,0.07585091,-0.49578358271705103,Low
1,3,0,5,5,3,4,Male,37,7,3,1,2,FI,0.09459844,-2.245722210508297,Low
3,4,9,3,2,2,3,Female,47,7,9,2,1,FI,0.08173106,0.015613028740096714,Mid
5,5,10,1,1,1,2,Female,38,7,6,3,1,FI,0.10453435,1.8203841942742083,High
3,4,9,1,2,2,2,Female,55,6,10,3,2,FI,0.093906224,0.015613028740096714,Mid
3,3,6,4,4,2,2,Male,40,6,8,2,2,FI,0.09459844,-0.4387130735027658,Low
3,5,10,1,1,2,1,Female,35,6,8,1,1,FI,0.11368956,0.3557981125543887,Mid
3,3,8,3,2,2,3,Female,30,6,8,2,2,FI,0.1041508,-0.3245720550741953,Mid
4,3,8,2,2,3,3,Female,44,7,8,3,2,FI,0.09759179,0.4077209857857146,Mid
2,3,8,3,2,3,3,Female,22,4,7,2,2,FI,0.2945238,-1.0568650959341053,Low
5,5,10,1,2,2,3,Female,41,4,1,1,2,FI,0.25920695,1.8203841942742083,High
2,2,3,4,3,3,4,Male,22,2,4,3,3,FI,0.51573503,-1.6253322166055384,Low
3,3,5,3,2,2,3,Female,66,2,7,3,1,FI,0.1765951,-0.49578358271705103,Low
3,3,3,5,2,3,4,Male,53,4,3,4,4,FI,0.19529288,-0.6099246011456215,Low
3,2,5,4,3,3,4,Male,70,1,4,3,2,FI,0.18453272,-0.7788981573170578,Low
1,1,5,5,3,2,4,Male,54,6,9,1,2,FI,0.09580107,-2.526598813636885,Low
3,4,6,4,2,1,4,Male,51,7,10,1,2,FI,0.10073338,-0.15559849890275898,Mid
2,3,2,5,3,3,4,Male,65,2,5,2,2,FI,0.17991394,-1.399288151219817,Low
3,4,7,4,3,4,4,Female,54,5,2,1,3,FI,0.09983441,-0.09852798968847376,Mid
3,3,10,2,2,3,2,Female,47,5,9,3,1,FI,0.083916105,-0.21043103664562482,Mid
3,3,5,5,3,3,5,Female,55,4,2,2,2,FI,0.316625,-0.49578358271705103,Low
3,3,8,2,2,2,2,Female,53,7,10,1,1,FI,0.08538673,-0.3245720550741953,Mid
3,4,7,2,2,2,2,Female,47,6,8,3,1,FI,0.083916105,-0.09852798968847376,Mid
3,3,5,3,2,4,3,Female,75,7,8,1,1,FI,0.0865821,-0.49578358271705103,Low
5,5,10,2,2,3,3,Female,48,7,4,3,3,FI,0.088301145,1.8203841942742083,High
3,4,8,2,2,1,2,Male,44,6,3,4,3,FI,0.101328224,-0.04145748047418853,Mid
2,4,3,5,3,2,3,Male,59,5,NA,3,2,FI,0.0692674,-1.0591030674055248,Low
3,4,10,1,1,1,2,Female,64,5,6,3,2,FI,0.1558393,0.07268353795438197,Mid
3,3,7,3,2,2,3,Female,74,5,6,5,2,FI,0.07662189,-0.3816425642884806,Low
4,4,6,3,2,3,3,Female,67,6,NA,3,2,FI,0.07743572,0.576694541957151,High
1,3,5,5,1,3,5,Male,27,2,6,NA,2,FI,0.48919156,-1.9603696644368709,Low
4,4,10,2,1,1,2,Female,20,2,NA,5,1,FI,0.45839497,0.8049765788142919,High
4,5,10,1,1,1,2,Female,76,5,4,3,2,FI,0.18117732,1.0880911534142983,High
3,2,7,2,3,4,4,Female,56,6,5,4,1,FI,0.08184143,-0.6647571388884873,Low
4,5,7,1,1,2,2,Male,49,4,6,1,1,FI,0.228893,0.9168796257714428,High
3,3,10,3,1,2,2,Female,33,7,5,3,1,FI,0.111559756,-0.21043103664562482,Mid
3,3,8,3,1,2,3,Female,66,5,6,3,3,FI,0.07427642,-0.3245720550741953,Mid
1,2,0,5,5,3,4,Male,60,5,10,5,1,FI,0.07257274,-2.528836785108304,Low
5,4,7,2,2,2,2,Male,88,5,4,NA,1,FI,0.09144856,1.366058092031346,High
2,3,2,4,2,3,3,Male,73,1,7,4,2,FI,0.19582678,-1.399288151219817,Low
3,3,5,2,2,2,2,Male,65,2,3,3,2,FI,0.24753194,-0.49578358271705103,Low
3,3,6,2,3,2,3,Male,54,7,10,1,1,FI,0.09580107,-0.4387130735027658,Low
3,3,8,2,4,3,3,Male,75,5,7,2,2,FI,0.12346841,-0.3245720550741953,Mid
4,5,9,1,1,2,1,Female,66,7,10,2,1,FI,0.07270653,1.0310206442000132,High
3,4,7,3,2,3,2,Female,71,1,2,4,2,FI,0.54003334,-0.09852798968847376,Mid
2,2,6,2,2,4,3,Female,41,4,7,1,2,FI,0.25920695,-1.4541206889626825,Low
3,3,1,4,3,3,4,Male,66,4,3,3,2,FI,0.15099886,-0.7240656195741919,Low
3,3,8,2,3,3,3,Male,34,6,5,2,2,FI,0.10737989,-0.3245720550741953,Mid
4,4,10,2,1,2,2,Female,23,4,2,1,2,FI,0.21921393,0.8049765788142919,High
3,4,4,3,2,2,3,Male,85,1,3,5,1,FI,0.26254222,-0.26973951733132945,Mid
3,4,8,4,2,4,3,Female,35,6,7,4,4,FI,0.101,-0.04145748047418853,Mid
3,4,5,4,2,2,3,Male,71,5,7,3,2,FI,0.14424175,-0.21266900811704426,Mid
3,3,8,2,3,1,2,Female,49,6,10,1,1,FI,0.10272247,-0.3245720550741953,Mid
1,2,0,5,3,3,2,Male,33,4,6,1,2,FI,0.28355113,-2.528836785108304,Low
3,4,10,4,1,2,3,Female,48,7,9,2,2,FI,0.13355172,0.07268353795438197,Mid
2,4,2,4,2,4,3,Male,62,7,7,2,1,FI,0.07216398,-1.11617357661981,Low
4,5,10,1,1,3,4,Female,63,4,1,2,3,FI,0.18413223,1.0880911534142983,High
4,5,10,2,1,1,2,Male,31,7,9,2,1,FI,0.10737989,1.0880911534142983,High
3,3,5,4,2,3,4,Female,55,5,4,4,2,FI,0.08538673,-0.49578358271705103,Low
1,3,3,5,3,4,3,Male,66,5,10,NA,1,FI,0.0692674,-2.0745106828654416,Low
3,3,5,3,3,2,3,Male,61,6,8,3,2,FI,0.07216398,-0.49578358271705103,Low
4,3,10,1,1,2,3,Female,62,4,3,2,2,FI,0.18590514,0.5218620042142851,Mid
4,5,10,2,2,1,1,Female,62,7,9,1,1,FI,0.07971041,1.0880911534142983,High
3,2,9,4,1,3,4,Male,61,4,1,4,2,FI,0.19930436,-0.5506161204599169,Low
5,5,10,1,1,1,5,Female,49,4,8,4,2,FI,0.23694472,1.8203841942742083,High
1,2,0,5,5,4,5,Female,25,4,2,3,2,FI,0.21856941,-2.528836785108304,Low
4,5,10,1,1,1,2,Female,52,7,9,1,1,FI,0.08538673,1.0880911534142983,High
3,3,2,5,1,5,5,Female,43,4,9,3,2,FI,0.25769043,-0.6669951103599068,Low
3,4,6,5,3,3,3,Female,38,4,10,2,4,FI,0.28041738,-0.15559849890275898,Mid
3,4,10,2,2,2,2,Female,46,7,7,1,1,FI,0.106295384,0.07268353795438197,Mid
2,3,10,4,3,3,4,Female,49,7,8,4,2,FI,0.08538673,-0.9427240775055349,Low
5,5,10,1,1,1,1,Female,69,5,1,2,3,FI,0.075124025,1.8203841942742083,High
4,3,8,2,1,1,1,Male,67,7,8,4,1,FI,0.07168876,0.4077209857857146,Mid
2,3,6,3,3,2,2,Male,68,7,8,3,1,FI,0.09029067,-1.171006114362676,Low
2,3,8,4,2,2,2,Male,42,7,10,3,2,FI,0.112010896,-1.0568650959341053,Low
2,4,1,5,5,5,2,Female,63,5,7,4,2,FI,0.076006584,-1.1732440858340953,Low
4,4,9,1,2,1,2,Male,70,6,7,1,2,FI,0.07664716,0.7479060696000066,High
2,3,7,3,2,2,3,Female,52,4,6,5,2,FI,0.23694472,-1.1139356051483906,Low
4,4,8,3,3,3,2,Female,72,4,6,5,2,FI,0.25921923,0.6908355603857214,High
3,4,8,4,1,2,3,Female,33,4,1,1,2,FI,0.2945238,-0.04145748047418853,Mid
1,5,4,5,4,3,2,Male,55,6,9,4,2,FI,0.08375735,-1.4512110244511427,Low
2,3,5,4,4,3,3,Male,59,5,10,2,2,FI,0.07583566,-1.2280766235769611,Low
3,3,8,2,2,2,3,Male,73,5,4,1,1,FI,0.07664716,-0.3245720550741953,Mid
3,3,6,3,1,2,4,Male,67,4,5,3,2,FI,0.14154688,-0.4387130735027658,Low
4,4,8,2,2,2,2,Male,71,6,6,3,2,FI,0.10643336,0.6908355603857214,High
3,2,7,3,4,4,2,Male,73,4,7,4,2,FI,0.13487768,-0.6647571388884873,Low
2,2,6,4,4,4,3,Male,39,4,7,5,2,FI,0.25394997,-1.4541206889626825,Low
4,5,0,5,4,4,5,Male,47,4,2,3,2,FI,0.23017627,0.517386061271446,Mid
4,5,10,2,2,2,2,Female,62,7,9,NA,1,FI,0.08184143,1.0880911534142983,High
3,3,10,3,3,3,3,Female,79,2,8,5,1,FI,0.26751786,-0.21043103664562482,Mid
3,3,8,2,2,3,2,Male,25,6,2,1,2,FI,0.09539465,-0.3245720550741953,Mid
3,4,8,2,2,1,2,Female,73,6,6,1,1,FI,0.07662189,-0.04145748047418853,Mid
3,4,8,2,2,2,2,Female,80,5,5,2,2,FI,0.08456266,-0.04145748047418853,Mid
3,3,10,5,2,1,5,Male,52,2,9,3,3,FI,0.65633935,-0.21043103664562482,Mid
3,4,8,4,2,1,2,Female,35,7,10,1,1,FI,0.104431175,-0.04145748047418853,Mid
2,2,7,3,4,4,3,Female,31,4,10,1,1,FI,0.25536636,-1.3970501797483972,Low
3,4,8,3,3,3,4,Female,71,5,5,NA,1,FI,0.16264097,-0.04145748047418853,Mid
4,5,10,1,1,2,1,Male,30,5,5,1,2,FI,0.102180794,1.0880911534142983,High
3,3,9,2,2,3,3,Female,62,4,7,3,2,FI,0.20618403,-0.26750154585991004,Mid
4,4,7,2,2,2,2,Male,65,5,10,3,2,FI,0.07419508,0.6337650511714361,High
3,3,6,NA,2,NA,2,Female,62,7,8,4,2,FI,0.09517639,-0.4387130735027658,Low
3,3,7,3,2,3,3,Male,34,5,8,3,3,FI,0.22180149,-0.3816425642884806,Low
5,5,10,1,1,2,2,Female,33,7,7,1,2,FI,0.101,1.8203841942742083,High
5,5,10,1,1,1,1,Female,31,7,9,3,1,FI,0.11723622,1.8203841942742083,High
3,3,10,3,1,3,3,Female,20,2,1,3,2,FI,0.26649418,-0.21043103664562482,Mid
3,3,10,2,2,1,3,Female,51,7,10,3,2,FI,0.087669514,-0.21043103664562482,Mid
4,4,10,1,1,1,2,Male,83,7,4,1,1,FI,0.068619624,0.8049765788142919,High
3,3,6,3,2,2,3,Female,49,4,8,3,2,FI,0.20080091,-0.4387130735027658,Low
3,3,9,2,2,2,2,Male,49,7,9,3,2,FI,0.09820109,-0.26750154585991004,Mid
3,3,7,3,4,3,3,Female,84,2,2,1,2,FI,0.18089636,-0.3816425642884806,Low
4,3,9,2,3,3,3,Male,77,5,7,2,1,FI,0.07293619,0.46479149499999983,Mid
4,4,9,3,2,3,2,Male,66,5,8,2,2,FI,0.17758378,0.7479060696000066,High
1,1,0,5,5,2,3,Male,52,4,9,5,1,FI,0.19304588,-2.8119513597083112,Low
3,3,8,3,3,2,4,Female,36,4,9,NA,2,FI,0.23526637,-0.3245720550741953,Mid
3,4,10,2,2,2,2,Male,47,6,8,2,2,FI,0.09580107,0.07268353795438197,Mid
3,3,8,2,1,1,2,Male,69,6,4,3,3,FI,0.07871345,-0.3245720550741953,Mid
3,3,8,2,2,2,2,Female,70,5,3,3,2,FI,0.083997205,-0.3245720550741953,Mid
4,3,8,4,2,2,2,Male,64,6,10,5,1,FI,0.06630193,0.4077209857857146,Mid
2,3,8,2,1,1,2,Male,52,4,1,3,3,FI,0.24047117,-1.0568650959341053,Low
3,3,8,2,2,5,3,Female,37,7,9,3,2,FI,0.09341357,-0.3245720550741953,Mid
1,2,0,5,2,3,5,Male,19,2,5,3,1,FI,0.40757933,-2.528836785108304,Low
4,5,5,5,5,1,2,Male,76,7,8,1,1,FI,0.07664716,0.8027386073428723,High
4,5,7,4,2,3,2,Male,49,4,6,NA,2,FI,0.18937927,0.9168796257714428,High
2,2,2,5,3,1,5,Male,52,4,5,5,3,FI,0.20869227,-1.6824027258198238,Low
4,5,10,1,1,1,1,Male,65,2,4,2,2,FI,0.17378463,1.0880911534142983,High
3,3,7,2,2,2,3,Male,28,4,3,1,2,FI,0.27141175,-0.3816425642884806,Low
4,3,10,5,2,3,2,Male,74,1,5,4,2,FI,0.2251058,0.5218620042142851,Mid
3,4,7,2,3,4,2,Male,77,5,4,2,2,FI,0.080695674,-0.09852798968847376,Mid
4,3,8,1,1,3,2,Female,49,7,9,3,2,FI,0.10272247,0.4077209857857146,Mid
3,3,8,5,1,3,5,Female,52,4,5,3,3,FI,0.19220427,-0.3245720550741953,Mid
3,3,9,2,3,2,2,Male,41,6,7,3,1,FI,0.0905486,-0.26750154585991004,Mid
3,4,7,4,3,2,3,Male,74,4,4,1,2,FI,0.2296908,-0.09852798968847376,Mid
3,3,8,2,2,2,2,Male,77,6,10,3,2,FI,0.067058995,-0.3245720550741953,Mid
3,3,10,2,2,3,2,Female,40,6,9,2,2,FI,0.106295384,-0.21043103664562482,Mid
4,3,8,3,3,3,3,Male,68,4,6,3,2,FI,0.12648895,0.4077209857857146,Mid
4,4,9,1,2,2,2,Female,34,6,6,3,2,FI,0.111559756,0.7479060696000066,High
3,3,8,4,2,2,3,Male,67,2,8,4,2,FI,0.18476751,-0.3245720550741953,Mid
2,2,2,5,3,3,3,Male,39,4,5,3,2,FI,0.23570591,-1.6824027258198238,Low
4,5,10,1,2,5,2,Female,67,5,8,3,2,FI,0.08273031,1.0880911534142983,High
4,4,10,2,1,1,2,Female,42,7,8,3,2,FI,0.09341357,0.8049765788142919,High
5,5,10,1,1,1,2,Male,72,4,8,3,2,FI,0.1216765,1.8203841942742083,High
3,4,6,2,1,4,2,Male,79,7,8,3,2,FI,0.080695674,-0.15559849890275898,Mid
3,3,5,1,2,4,5,Male,49,6,10,4,1,FI,0.085108034,-0.49578358271705103,Low
3,4,8,3,3,2,2,Male,50,6,7,2,2,FI,0.10889838,-0.04145748047418853,Mid
2,3,5,2,4,4,3,Female,55,7,10,2,2,FI,0.083916105,-1.2280766235769611,Low
2,2,7,3,2,4,2,Male,32,4,9,1,1,FI,0.2196664,-1.3970501797483972,Low
4,4,10,2,1,1,1,Female,65,7,7,3,2,FI,0.07787876,0.8049765788142919,High
2,4,6,5,2,3,4,Female,86,4,6,3,2,FI,0.2508846,-0.8878915397626689,Low
3,4,7,2,2,3,3,Female,39,7,9,1,1,FI,0.101148605,-0.09852798968847376,Mid
1,2,3,5,2,5,5,Male,59,7,5,3,2,FI,0.06630193,-2.357625257465448,Low
2,3,4,NA,NA,NA,NA,Female,45,6,4,NA,3,FI,0.10569594,-1.2851471327912465,Low
2,2,6,2,1,1,3,Male,85,1,2,NA,2,FI,0.46301302,-1.4541206889626825,Low
3,3,8,1,1,1,1,Female,24,4,4,3,2,FI,0.2616497,-0.3245720550741953,Mid
3,3,2,3,2,4,3,Male,29,6,8,3,2,FI,0.11089475,-0.6669951103599068,Low
2,3,3,2,3,4,4,Female,57,7,9,4,1,FI,0.07971041,-1.3422176420055318,Low
5,5,10,2,2,1,2,Female,61,4,1,3,2,FI,0.17190367,1.8203841942742083,High
3,3,5,3,2,2,4,Male,21,4,7,2,1,FI,0.2354759,-0.49578358271705103,Low
1,1,1,5,5,5,3,Male,65,5,8,3,1,FI,0.077970095,-2.7548808504940254,Low
3,3,8,4,1,3,4,Female,69,5,6,3,2,FI,0.07662189,-0.3245720550741953,Mid
4,4,9,2,1,3,3,Female,25,4,2,3,3,FI,0.20465536,0.7479060696000066,High
2,3,5,3,4,4,3,Male,72,5,2,5,2,FI,0.14081502,-1.2280766235769611,Low
3,3,0,3,4,3,3,Female,87,2,NA,3,1,FI,0.29139373,-0.7811361287884773,Low
3,3,8,4,2,2,4,Female,62,5,7,1,1,FI,0.08923363,-0.3245720550741953,Mid
2,4,6,1,3,4,2,Male,83,7,8,1,2,FI,0.07664716,-0.8878915397626689,Low
2,2,8,3,3,2,4,Female,64,4,NA,1,3,FI,0.17469396,-1.3399796705341123,Low
4,4,8,2,2,2,3,Female,56,6,10,2,1,FI,0.07081336,0.6908355603857214,High
4,3,9,2,1,1,1,Female,68,5,5,3,2,FI,0.07034972,0.46479149499999983,Mid
3,3,8,2,2,3,3,Female,53,7,10,3,1,FI,0.083916105,-0.3245720550741953,Mid
3,4,9,2,2,2,1,Female,27,7,1,3,2,FI,0.111559756,0.015613028740096714,Mid
4,4,7,2,1,3,3,Female,74,7,6,5,2,FI,0.07362509,0.6337650511714361,High
3,4,6,2,1,2,3,Male,49,6,10,2,2,FI,0.081464484,-0.15559849890275898,Mid
3,4,8,3,2,2,3,Male,66,4,6,2,4,FI,0.14101505,-0.04145748047418853,Mid
4,4,10,1,1,2,2,Female,45,7,7,2,2,FI,0.106295384,0.8049765788142919,High
3,3,7,3,2,2,2,Male,62,6,8,1,2,FI,0.06737119,-0.3816425642884806,Low
4,3,10,1,1,2,4,Male,36,4,4,1,2,FI,0.2253464,0.5218620042142851,Mid
1,2,3,4,4,5,4,Male,46,4,6,4,2,FI,0.22815414,-2.357625257465448,Low
1,2,1,5,4,4,3,Male,32,5,10,3,2,FI,0.21230572,-2.471766275894019,Low
4,5,10,2,1,1,2,Male,61,4,4,3,3,FI,0.17698349,1.0880911534142983,High
2,3,8,4,2,2,4,Female,35,6,10,4,2,FI,0.101,-1.0568650959341053,Low
2,3,4,4,5,2,5,Male,72,7,10,5,2,FI,0.07871345,-1.2851471327912465,Low
1,3,5,5,NA,NA,5,Male,81,4,6,5,3,FI,0.22763847,-1.9603696644368709,Low
3,3,5,3,3,3,3,Female,44,4,10,2,1,FI,0.2457711,-0.49578358271705103,Low
4,4,8,3,1,2,2,Female,80,4,7,5,1,FI,0.24812078,0.6908355603857214,High
3,3,8,3,2,3,3,Male,65,4,8,3,2,FI,0.13012387,-0.3245720550741953,Mid
4,5,7,4,3,3,2,Male,79,7,7,NA,1,FI,0.07005832,0.9168796257714428,High
3,3,6,3,2,1,3,Male,28,4,4,3,2,FI,0.2196664,-0.4387130735027658,Low
4,4,8,2,1,1,2,Female,60,4,NA,1,3,FI,0.15808439,0.6908355603857214,High
4,4,10,2,2,2,3,Female,51,7,8,2,1,FI,0.10081528,0.8049765788142919,High
5,5,9,1,1,2,2,Male,36,4,9,2,1,FI,0.20003866,1.763313685059923,High
4,4,9,3,3,2,2,Male,77,5,6,3,1,FI,0.07005832,0.7479060696000066,High
2,3,5,2,4,2,2,Male,68,5,5,5,1,FI,0.07871345,-1.2280766235769611,Low
3,3,9,3,2,2,3,Male,69,4,4,4,2,FI,0.14309014,-0.26750154585991004,Mid
3,4,5,3,3,3,3,Male,43,5,1,3,2,FI,0.15308933,-0.21266900811704426,Mid
4,4,10,1,2,2,2,Female,45,6,9,3,1,FI,0.1098534,0.8049765788142919,High
4,4,8,2,1,1,2,Male,84,4,8,1,2,FI,0.14309014,0.6908355603857214,High
3,3,10,3,1,1,2,Female,62,6,7,4,1,FI,0.07585091,-0.21043103664562482,Mid
2,2,3,4,5,4,3,Male,77,2,NA,4,2,FI,0.18322326,-1.6253322166055384,Low
3,3,7,3,3,3,5,Female,66,7,9,5,2,FI,0.07585091,-0.3816425642884806,Low
3,4,9,2,1,1,2,Male,52,6,7,2,3,FI,0.095856175,0.015613028740096714,Mid
3,3,6,3,2,2,3,Male,36,6,1,2,3,FI,0.08727121,-0.4387130735027658,Low
3,3,7,2,2,1,2,Female,70,4,10,3,1,FI,0.19666947,-0.3816425642884806,Low
4,4,10,4,2,4,2,Male,69,6,7,2,2,FI,0.07664716,0.8049765788142919,High
3,4,6,3,2,2,2,Male,20,4,5,3,2,FI,0.2583245,-0.15559849890275898,Mid
4,5,10,2,1,1,2,Female,62,4,4,2,3,FI,0.15808439,1.0880911534142983,High
3,2,5,3,2,2,3,Female,66,2,1,3,3,FI,0.17774446,-0.7788981573170578,Low
3,4,8,2,2,2,2,Female,67,6,7,3,1,FI,0.07034972,-0.04145748047418853,Mid
3,1,9,3,3,3,5,Male,42,7,7,NA,3,FI,0.11608453,-0.8337306950599236,Low
2,2,0,5,2,4,3,Male,35,4,8,4,1,FI,0.21042527,-1.796543744248394,Low
2,2,8,5,1,4,2,Female,69,5,6,3,1,FI,0.110673785,-1.3399796705341123,Low
3,4,6,2,4,2,3,Female,57,7,7,3,1,FI,0.086118065,-0.15559849890275898,Mid
4,5,10,2,1,1,2,Female,30,7,7,1,2,FI,0.11368956,1.0880911534142983,High
4,5,9,1,2,2,2,Female,73,5,5,3,1,FI,0.07349619,1.0310206442000132,High
1,3,9,2,2,3,1,Male,42,6,3,NA,2,FI,0.10648386,-1.73208762757973,Low
4,5,10,2,2,3,2,Female,58,7,8,3,2,FI,0.06959386,1.0880911534142983,High
4,4,10,4,2,2,3,Male,75,1,4,3,1,FI,0.27444196,0.8049765788142919,High
3,3,9,2,1,2,2,Male,65,6,8,1,1,FI,0.08132426,-0.26750154585991004,Mid
4,4,9,4,1,2,2,Female,73,2,3,2,1,FI,0.20362416,0.7479060696000066,High
3,3,7,5,2,2,4,Male,60,4,5,3,2,FI,0.17698349,-0.3816425642884806,Low
3,5,8,2,2,3,2,Female,49,6,6,5,2,FI,0.09816851,0.24165709412581823,Mid
2,3,6,2,2,1,2,Male,60,4,9,3,2,FI,0.13938056,-1.171006114362676,Low
3,4,7,3,2,2,2,Male,49,7,8,1,2,FR,4.1143703,-0.09852798968847376,Mid
2,2,7,5,5,2,5,Female,39,5,3,4,2,FR,8.660243,-1.3970501797483972,Low
5,5,10,2,1,1,2,Female,71,4,5,3,2,FR,6.9975476,1.8203841942742083,High
5,5,10,1,2,1,1,Female,29,7,10,1,1,FR,4.89919,1.8203841942742083,High
3,3,7,4,4,2,4,Female,42,4,6,5,2,FR,12.826933,-0.3816425642884806,Low
5,5,10,5,1,1,5,Male,30,7,5,1,3,FR,5.321651,1.8203841942742083,High
5,5,10,1,1,2,2,Male,37,7,8,4,2,FR,4.0404654,1.8203841942742083,High
3,4,9,5,3,2,4,Female,29,7,7,4,2,FR,5.90837,0.015613028740096714,Mid
5,5,10,2,2,1,3,Female,28,6,NA,3,2,FR,3.1942719999999998,1.8203841942742083,High
3,3,8,2,2,2,3,Female,85,5,7,3,1,FR,4.3313174,-0.3245720550741953,Mid
