w1gq5,w1gq1,w1gq10,w1gq13,w1gq14,w1gq15,w1gq16,gndr,age,eisced,hinctnta,w1xq3,hincfel,cntry,w1weight,risk_score,cluster
4,2,10,2,2,1,2,Male,57,7,NA,3,1,CZ,0.23985784,0.23874742961427822,Mid
4,3,4,5,4,4,5,Female,56,7,9,4,1,CZ,0.41698867,0.1794389489285736,Mid
5,4,9,3,1,1,3,Female,59,3,10,1,2,CZ,0.57718825,1.4801991104599164,High
5,3,10,NA,2,3,5,Male,52,2,NA,3,4,CZ,1.3898063,1.2541550450741947,High
3,5,10,3,3,3,3,Female,47,7,2,4,2,CZ,0.40781817,0.3557981125543887,Mid
5,4,8,2,1,1,1,Male,76,7,5,3,2,CZ,0.3160569,1.423128601245631,High
4,2,9,3,2,3,3,Female,56,3,10,4,1,CZ,0.59005547,0.18167692039999297,Mid
4,4,10,2,1,1,2,Male,59,3,NA,3,2,CZ,0.32420573,0.8049765788142919,High
5,4,5,5,4,4,5,Female,71,3,5,4,3,CZ,0.24766442,1.2519170736027754,High
4,4,8,2,2,2,2,Male,60,5,3,1,3,CZ,0.34170824,0.6908355603857214,High
3,3,7,3,2,2,3,Male,37,6,9,4,1,CZ,0.36148438,-0.3816425642884806,Low
4,5,10,4,1,3,1,Male,48,3,NA,2,2,CZ,0.42913556,1.0880911534142983,High
1,2,2,5,4,4,4,Male,43,7,10,4,2,CZ,0.27494985,-2.4146957666797335,Low
2,4,7,5,3,2,4,Female,59,7,7,1,1,CZ,0.08018417,-0.8308210305483837,Low
3,3,3,4,2,3,4,Female,68,5,7,3,1,CZ,0.29518965,-0.6099246011456215,Low
4,4,8,2,2,3,1,Male,73,4,10,2,1,CZ,0.37642005,0.6908355603857214,High
4,3,5,2,2,3,5,Female,39,7,3,3,2,CZ,0.17889328,0.23650945814285881,Mid
5,1,10,3,1,3,2,Female,35,6,5,4,2,CZ,0.15169817,0.6879258958741814,High
2,2,3,3,2,2,4,Male,56,4,8,1,1,CZ,1.5774434,-1.6253322166055384,Low
3,3,8,4,5,3,3,Female,78,4,5,4,2,CZ,0.25932297,-0.3245720550741953,Mid
2,2,0,5,5,5,5,Male,54,3,7,4,2,CZ,0.5610402,-1.796543744248394,Low
2,3,0,5,5,5,5,Male,60,4,8,1,2,CZ,0.32420573,-1.5134291696483875,Low
2,1,5,2,2,2,4,Female,37,3,NA,3,1,CZ,0.21115889,-1.7943057727769745,Low
2,2,4,5,5,5,5,Male,43,4,8,1,2,CZ,0.4942828,-1.568261707391253,Low
2,2,2,4,5,4,4,Male,39,7,NA,1,1,CZ,0.26304436,-1.6824027258198238,Low
3,3,10,3,3,3,3,Female,76,4,1,1,3,CZ,0.21039237,-0.21043103664562482,Mid
5,5,9,2,1,1,3,Female,21,2,10,1,1,CZ,0.9589277,1.763313685059923,High
4,3,5,5,5,3,3,Male,39,7,9,4,1,CZ,0.42799237,0.23650945814285881,Mid
2,4,5,4,4,2,4,Female,60,5,4,1,3,CZ,0.24013875,-0.9449620489769542,Low
2,1,8,4,4,4,3,Female,68,4,6,5,1,CZ,0.17426017,-1.6230942451341188,Low
2,2,3,5,5,4,5,Male,63,3,4,3,3,CZ,0.2609347,-1.6253322166055384,Low
3,3,5,4,3,4,2,Female,65,7,2,3,2,CZ,0.14108932,-0.49578358271705103,Low
3,2,0,3,2,3,2,Female,55,3,2,3,4,CZ,0.4774403,-1.064250703388484,Low
3,3,8,3,2,4,2,Female,79,5,NA,4,2,CZ,0.70160395,-0.3245720550741953,Mid
2,1,5,4,3,4,5,Male,74,4,5,1,1,CZ,0.40453523,-1.7943057727769745,Low
4,3,2,4,4,2,3,Male,65,3,NA,3,4,CZ,0.32420573,0.06529793050000307,Mid
3,3,8,3,2,2,3,Female,60,3,6,1,2,CZ,0.23087528,-0.3245720550741953,Mid
2,3,5,3,3,3,4,Female,29,4,NA,4,1,CZ,0.24497862,-1.2280766235769611,Low
2,3,9,3,1,3,2,Female,61,5,2,3,2,CZ,0.45329306,-0.9997945867198201,Low
4,3,5,2,2,3,2,Female,73,5,4,3,2,CZ,0.22878972,0.23650945814285881,Mid
2,3,7,2,2,2,3,Male,45,5,7,1,2,CZ,0.4396396,-1.1139356051483906,Low
3,3,8,4,2,2,3,Female,31,4,4,3,4,CZ,0.35069674,-0.3245720550741953,Mid
5,4,8,2,2,2,4,Male,69,4,1,3,2,CZ,0.47553608000000003,1.423128601245631,High
2,2,7,3,2,2,2,Female,38,4,6,3,2,CZ,0.41088888,-1.3970501797483972,Low
3,1,6,3,2,2,3,Female,32,7,NA,3,2,CZ,0.21693812,-1.0049422227027793,Low
4,4,7,4,2,4,4,Female,26,4,2,3,3,CZ,0.28552458,0.6337650511714361,High
3,2,5,3,3,3,4,Female,60,3,1,1,3,CZ,0.46520737,-0.7788981573170578,Low
2,4,5,4,2,4,2,Male,41,3,5,1,2,CZ,1.0520205,-0.9449620489769542,Low
2,3,9,4,2,1,4,Female,32,6,2,1,3,CZ,0.43754396,-0.9997945867198201,Low
3,4,2,2,2,1,2,Male,79,7,7,1,1,CZ,0.32299963,-0.38388053575990005,Low
4,3,6,2,2,2,2,Female,68,4,5,3,1,CZ,0.23869671,0.29357996735714403,Mid
3,3,3,5,3,3,5,Female,48,4,6,1,3,CZ,0.946905,-0.6099246011456215,Low
1,1,5,3,3,5,5,Male,64,4,2,4,2,CZ,0.55077094,-2.526598813636885,Low
3,3,6,3,2,2,4,Female,53,7,7,1,2,CZ,0.5553383,-0.4387130735027658,Low
3,3,6,3,3,2,2,Female,44,3,NA,3,1,CZ,0.30129573,-0.4387130735027658,Low
5,4,7,2,4,3,2,Female,67,5,1,1,4,CZ,0.24013875,1.366058092031346,High
5,5,4,1,2,3,3,Female,71,4,1,3,3,CZ,0.15083367,1.4779611389884968,High
1,4,2,5,2,3,4,Male,32,5,NA,1,3,CZ,0.40495655,-1.8484666174797202,Low
1,2,5,3,3,5,5,Female,49,4,9,1,1,CZ,0.30977327,-2.243484239036878,Low
1,2,0,5,5,5,5,Male,25,4,4,1,4,CZ,0.62211335,-2.528836785108304,Low
3,3,5,3,3,3,3,Female,71,4,NA,1,2,CZ,0.22868443,-0.49578358271705103,Low
2,3,6,4,4,5,4,Male,32,7,NA,3,2,CZ,0.42989603,-1.171006114362676,Low
2,3,4,2,2,2,2,Female,53,4,3,1,2,CZ,0.13657929,-1.2851471327912465,Low
2,2,5,5,4,4,4,Male,46,5,4,1,3,CZ,0.38846952,-1.511191198176968,Low
4,4,6,3,2,5,3,Male,74,3,3,1,2,CZ,0.55077094,0.576694541957151,High
2,3,8,2,1,1,2,Female,40,7,7,1,2,CZ,0.21607904,-1.0568650959341053,Low
2,2,5,3,2,2,3,Female,75,4,5,1,2,CZ,0.3137024,-1.511191198176968,Low
2,2,5,3,3,3,4,Male,53,3,6,1,3,CZ,1.0830748,-1.511191198176968,Low
2,4,3,5,4,2,5,Male,71,3,5,3,2,CZ,0.33484036,-1.0591030674055248,Low
3,3,4,4,5,3,4,Female,78,4,3,1,4,CZ,0.3107831,-0.5528540919313362,Low
3,3,7,3,2,2,4,Female,63,3,3,1,4,CZ,0.1496491,-0.3816425642884806,Low
3,3,7,3,3,3,3,Female,64,5,5,3,3,CZ,0.3139318,-0.3816425642884806,Low
5,5,10,2,2,2,2,Female,61,3,6,1,2,CZ,0.31219432,1.8203841942742083,High
1,3,1,5,4,2,4,Male,26,4,NA,1,3,CZ,0.27215868,-2.188651701294012,Low
2,3,0,5,3,3,5,Female,29,7,7,4,2,CZ,0.22848201,-1.5134291696483875,Low
2,3,2,3,3,3,3,Male,67,4,6,3,2,FI,0.13756143,-1.399288151219817,Low
3,4,10,2,2,2,1,Male,62,7,8,1,2,FI,0.035654422,0.07268353795438197,Mid
4,4,9,2,1,1,2,Female,59,7,10,1,1,FI,0.037811365,0.7479060696000066,High
4,5,10,1,1,1,2,Male,51,4,8,4,2,FI,0.09282461,1.0880911534142983,High
3,3,8,2,2,4,2,Female,89,4,5,1,1,FI,0.065821834,-0.3245720550741953,Mid
4,5,9,1,2,1,2,Female,73,4,2,2,4,FI,0.05673415,1.0310206442000132,High
3,3,9,1,1,2,2,Female,55,6,9,3,1,FI,0.042635035,-0.26750154585991004,Mid
4,4,7,3,2,2,3,Female,76,5,6,1,2,FI,0.033100877,0.6337650511714361,High
4,4,10,3,2,2,2,Male,67,4,2,5,2,FI,0.058033556,0.8049765788142919,High
3,4,7,3,1,3,3,Female,78,4,5,3,1,FI,0.080343045,-0.09852798968847376,Mid
3,3,10,2,2,1,2,Female,45,7,8,1,2,FI,0.05438247,-0.21043103664562482,Mid
4,4,7,2,2,1,2,Female,71,7,3,4,2,FI,0.05016092,0.6337650511714361,High
5,4,8,2,2,1,2,Female,68,5,9,2,2,FI,0.037811365,1.423128601245631,High
3,3,7,2,2,2,4,Female,52,7,10,3,1,FI,0.044475865,-0.3816425642884806,Low
3,3,10,3,1,2,3,Female,65,5,4,3,2,FI,0.031698793,-0.21043103664562482,Mid
3,3,9,2,2,2,3,Female,27,6,9,2,2,FI,0.06085151,-0.26750154585991004,Mid
4,4,8,3,1,2,3,Female,31,4,1,3,4,FI,0.10096116,0.6908355603857214,High
2,2,6,4,4,2,5,Male,49,4,5,3,2,FI,0.09007475,-1.4541206889626825,Low
4,5,10,1,2,1,1,Female,27,4,1,5,2,FI,0.08328343,1.0880911534142983,High
3,5,7,2,4,1,2,Male,76,7,9,1,1,FI,0.047764305,0.184586584911533,Mid
2,2,7,4,4,2,2,Male,56,4,7,3,1,FI,0.0776386,-1.3970501797483972,Low
3,3,2,4,1,5,4,Female,66,5,1,5,4,FI,0.05132842,-0.6669951103599068,Low
4,5,8,2,3,3,2,Male,55,4,9,1,1,FI,0.07677044,0.973950134985728,High
2,3,6,3,3,3,4,Female,67,1,4,4,2,FI,0.13415833,-1.171006114362676,Low
3,3,7,3,2,3,4,Female,33,7,7,1,2,FI,0.06486012,-0.3816425642884806,Low
3,3,10,1,1,2,2,Female,36,6,9,1,1,FI,0.06430082,-0.21043103664562482,Mid
4,4,10,1,1,1,1,Female,55,6,7,3,2,FI,0.045259114,0.8049765788142919,High
4,4,10,2,2,2,2,Female,28,4,4,1,2,FI,0.08328343,0.8049765788142919,High
4,4,10,1,1,2,3,Female,59,6,2,1,4,FI,0.03968974,0.8049765788142919,High
3,3,5,4,NA,1,2,Male,55,6,7,1,2,FI,0.045658644,-0.49578358271705103,Low
4,4,10,3,1,2,2,Female,51,2,7,5,2,FI,0.29358053,0.8049765788142919,High
3,3,3,3,2,2,3,Male,39,4,6,3,2,FI,0.093452156,-0.6099246011456215,Low
2,2,1,3,4,3,4,Male,60,4,6,1,2,FI,0.0480279,-1.7394732350341087,Low
3,4,8,4,4,2,4,Female,46,6,10,2,1,FI,0.04466254,-0.04145748047418853,Mid
3,3,7,2,2,2,2,Male,61,7,8,3,2,FI,0.036057636,-0.3816425642884806,Low
4,4,9,1,2,1,2,Female,67,7,6,1,1,FI,0.041699313,0.7479060696000066,High
3,3,3,4,2,2,3,Female,65,6,9,1,1,FI,0.03670849,-0.6099246011456215,Low
2,3,7,3,2,3,3,Female,75,4,6,5,2,FI,0.061024114,-1.1139356051483906,Low
3,4,10,3,1,1,2,Male,33,6,8,1,1,FI,0.06926918,0.07268353795438197,Mid
4,4,8,2,1,2,2,Male,66,6,9,3,1,FI,0.036057636,0.6908355603857214,High
4,4,8,1,1,1,3,Female,64,4,1,2,4,FI,0.058286678,0.6908355603857214,High
5,5,10,3,1,2,3,Female,21,2,7,3,2,FI,0.15882905,1.8203841942742083,High
3,2,8,3,2,3,4,Male,74,5,7,3,2,FI,0.050294526,-0.6076866296742021,Low
3,2,7,3,2,2,3,Female,31,6,9,1,1,FI,0.048399355,-0.6647571388884873,Low
4,5,10,2,1,2,1,Female,53,6,10,1,1,FI,0.05002369,1.0880911534142983,High
3,3,9,4,3,3,3,Female,81,5,8,3,2,FI,0.040240116,-0.26750154585991004,Mid
4,4,8,2,1,3,2,Female,69,7,7,5,2,FI,0.037197318,0.6908355603857214,High
3,3,7,4,2,3,3,Male,59,4,7,5,2,FI,0.05204395,-0.3816425642884806,Low
2,2,5,3,2,3,4,Male,29,4,3,2,2,FI,0.10103945,-1.511191198176968,Low
2,3,4,4,4,2,3,Male,55,4,10,3,1,FI,0.07164256,-1.2851471327912465,Low
4,3,10,2,1,2,1,Female,50,4,8,3,2,FI,0.10706899,0.5218620042142851,Mid
4,3,8,2,3,3,2,Female,51,6,8,4,2,FI,0.050864767,0.4077209857857146,Mid
4,5,10,1,1,2,2,Female,69,5,8,2,1,FI,0.033100877,1.0880911534142983,High
3,4,9,2,1,2,2,Male,65,5,6,2,1,FI,0.033272926,0.015613028740096714,Mid
2,3,8,2,1,3,2,Female,67,6,4,3,2,FI,0.031567954,-1.0568650959341053,Low
3,3,7,3,2,1,3,Female,72,5,5,3,2,FI,0.033100877,-0.3816425642884806,Low
2,2,5,3,2,2,3,Female,78,4,6,3,2,FI,0.052879546,-1.511191198176968,Low
3,3,5,5,4,3,5,Female,27,2,NA,NA,2,FI,0.24924213,-0.49578358271705103,Low
3,3,7,4,2,2,4,Female,49,6,8,NA,1,FI,0.04193687,-0.3816425642884806,Low
4,3,10,3,3,3,5,Female,74,4,3,NA,3,FI,0.052352592,0.5218620042142851,Mid
1,2,2,4,4,3,4,Male,39,4,6,5,1,FI,0.095792070000000007,-2.4146957666797335,Low
3,3,9,2,3,4,3,Female,59,5,5,1,1,FI,0.038169753,-0.26750154585991004,Mid
3,3,8,2,3,2,2,Female,78,1,7,3,2,FI,0.11971937,-0.3245720550741953,Mid
2,3,8,4,3,3,3,Male,78,4,7,3,2,FI,0.045700885,-1.0568650959341053,Low
1,2,0,5,3,4,5,Female,28,4,8,4,2,FI,0.09463055,-2.528836785108304,Low
4,4,7,2,1,2,2,Female,79,6,7,3,1,FI,0.034174204,0.6337650511714361,High
5,5,9,1,1,1,1,Female,64,5,1,1,2,FI,0.057814788,1.763313685059923,High
2,3,6,2,2,2,3,Male,49,5,9,1,1,FI,0.07847491,-1.171006114362676,Low
3,3,6,1,5,1,1,Female,62,7,9,5,1,FI,0.03651057,-0.4387130735027658,Low
4,5,10,1,1,2,1,Male,75,7,9,3,1,FI,0.038291875,1.0880911534142983,High
4,3,8,3,4,5,3,Male,73,5,7,3,2,FI,0.03629689,0.4077209857857146,Mid
2,2,2,5,4,3,5,Male,46,5,8,2,2,FI,0.052976195,-1.6824027258198238,Low
3,3,6,2,3,4,2,Male,45,6,9,1,2,FI,0.045662057,-0.4387130735027658,Low
3,3,10,1,1,3,3,Female,76,1,6,3,2,FI,0.38687474,-0.21043103664562482,Mid
3,4,7,2,2,2,3,Female,62,4,5,4,1,FI,0.053863566,-0.09852798968847376,Mid
3,4,9,1,1,3,2,Female,62,6,9,5,2,FI,0.04235886,0.015613028740096714,Mid
4,4,10,1,1,1,1,Male,53,7,9,1,1,FI,0.053600088,0.8049765788142919,High
4,4,9,2,1,2,2,Female,71,5,7,2,2,FI,0.033100877,0.7479060696000066,High
4,3,10,2,2,2,2,Female,47,6,10,2,2,FI,0.05438247,0.5218620042142851,Mid
3,3,8,3,2,3,4,Female,52,7,10,3,1,FI,0.047063354,-0.3245720550741953,Mid
2,2,4,5,4,4,4,Male,50,6,8,3,2,FI,0.043852035,-1.568261707391253,Low
2,3,7,3,3,2,3,Male,60,4,7,3,2,FI,0.04305904,-1.1139356051483906,Low
4,3,9,2,1,2,2,Female,69,4,9,1,2,FI,0.062043596,0.46479149499999983,Mid
3,3,4,3,2,3,4,Female,74,5,NA,4,2,FI,0.0668414,-0.5528540919313362,Low
3,3,2,4,5,4,4,Male,73,7,8,2,1,FI,0.03387248,-0.6669951103599068,Low
5,5,9,1,1,1,1,Male,68,5,9,1,1,FI,0.044073038,1.763313685059923,High
5,4,10,2,1,1,2,Male,78,NA,2,2,2,FI,0.084137864,1.5372696196742017,High
2,4,7,4,2,2,3,Male,55,7,9,1,1,FI,0.05087625,-0.8308210305483837,Low
2,3,5,3,4,2,4,Female,60,5,8,3,1,FI,0.03663726,-1.2280766235769611,Low
3,4,10,2,1,1,4,Female,61,6,10,2,2,FI,0.04423446,0.07268353795438197,Mid
5,5,10,1,2,1,2,Female,45,7,9,3,1,FI,0.046874147,1.8203841942742083,High
2,3,8,3,3,3,4,Female,33,7,5,1,1,FI,0.048399355,-1.0568650959341053,Low
3,4,10,2,1,1,2,Female,75,5,1,4,2,FI,0.03440389,0.07268353795438197,Mid
3,3,8,5,3,3,3,Female,53,7,10,1,2,FI,0.04311716,-0.3245720550741953,Mid
2,2,9,3,2,3,4,Male,42,4,6,3,3,FI,0.10865467,-1.282909161319827,Low
3,3,8,1,2,5,2,Female,79,5,6,4,2,FI,0.034324598,-0.3245720550741953,Mid
5,5,10,1,2,1,2,Female,38,7,10,1,1,FI,0.059827298,1.8203841942742083,High
3,5,5,3,2,2,3,Male,36,4,NA,3,2,FI,0.10103945,0.07044556648296252,Mid
4,5,10,2,2,2,2,Male,75,6,7,3,1,FI,0.03670737,1.0880911534142983,High
5,4,10,3,4,2,2,Male,70,6,6,3,1,FI,0.038291875,1.5372696196742017,High
3,3,9,3,3,4,2,Female,79,4,NA,3,2,FI,0.062043596,-0.26750154585991004,Mid
3,4,8,3,3,2,2,Female,85,7,9,2,2,FI,0.033100877,-0.04145748047418853,Mid
3,4,8,2,5,4,3,Male,80,6,7,2,2,FI,0.03387248,-0.04145748047418853,Mid
3,4,8,2,2,2,3,Female,26,4,1,3,2,FI,0.09974377,-0.04145748047418853,Mid
2,2,3,4,2,4,4,Male,54,5,10,3,2,FI,0.043852035,-1.6253322166055384,Low
3,2,7,3,2,3,3,Male,52,4,7,4,2,FI,0.10499017,-0.6647571388884873,Low
1,1,0,5,5,3,5,Male,47,6,9,2,2,FI,0.045662057,-2.8119513597083112,Low
2,2,5,4,3,3,4,Male,63,4,4,3,2,FI,0.051826052,-1.511191198176968,Low
3,4,7,2,1,2,4,Male,56,6,9,2,2,FI,0.054041766,-0.09852798968847376,Mid
3,4,8,2,2,2,2,Male,36,7,9,2,1,FI,0.06926918,-0.04145748047418853,Mid
4,5,10,2,1,1,2,Female,54,7,10,3,2,FI,0.04311716,1.0880911534142983,High
2,3,8,1,1,2,2,Female,23,4,1,1,2,FI,0.10243352,-1.0568650959341053,Low
3,4,7,3,3,3,4,Female,84,5,2,2,2,FI,0.036484145,-0.09852798968847376,Mid
2,3,5,4,3,2,4,Male,40,7,7,1,1,FI,0.055127118,-1.2280766235769611,Low
1,2,4,4,3,2,4,Male,40,6,9,3,1,FI,0.052976195,-2.300554748251163,Low
4,3,10,2,2,2,2,Female,32,6,6,3,2,FI,0.05848207,0.5218620042142851,Mid
3,3,7,2,2,2,2,Male,52,4,9,1,2,FI,0.096667826,-0.3816425642884806,Low
1,3,7,3,2,1,2,Female,35,7,7,5,2,FI,0.06430082,-1.8462286460083004,Low
1,1,0,5,5,5,5,Female,22,4,1,3,3,FI,0.122136675,-2.8119513597083112,Low
5,5,10,1,1,1,1,Female,33,7,9,2,1,FI,0.05610415,1.8203841942742083,High
4,4,10,1,1,1,2,Male,65,5,9,2,1,FI,0.04893383,0.8049765788142919,High
5,5,10,1,1,1,1,Female,28,7,6,1,1,FI,0.06430082,1.8203841942742083,High
4,3,9,1,3,3,3,Male,54,7,10,5,2,FI,0.057922777,0.46479149499999983,Mid
3,4,8,4,4,4,3,Male,78,7,8,1,1,FI,0.03387248,-0.04145748047418853,Mid
4,4,9,1,2,2,2,Female,78,4,3,4,2,FI,0.076190114,0.7479060696000066,High
5,5,10,3,1,2,3,Female,72,1,4,1,3,FI,0.30210912,1.8203841942742083,High
4,4,7,4,1,1,3,Male,61,4,8,1,2,FI,0.05192069,0.6337650511714361,High
2,3,7,5,2,3,4,Female,54,5,8,3,2,FI,0.047629952,-1.1139356051483906,Low
3,3,8,2,2,2,2,Female,37,7,9,1,1,FI,0.06085151,-0.3245720550741953,Mid
3,3,7,2,2,2,3,Female,65,5,7,3,1,FI,0.03651057,-0.3816425642884806,Low
2,3,7,2,2,2,2,Male,43,7,10,2,1,FI,0.052976195,-1.1139356051483906,Low
5,5,10,1,1,1,2,Female,40,7,9,1,1,FI,0.05438247,1.8203841942742083,High
3,3,8,3,2,2,2,Male,57,7,10,2,1,FI,0.056175616,-0.3245720550741953,Mid
2,2,1,4,4,1,4,Male,55,4,8,2,2,FI,0.07164256,-1.7394732350341087,Low
3,3,4,5,1,2,2,Male,24,4,NA,2,1,FI,0.12729222,-0.5528540919313362,Low
3,3,7,3,2,2,4,Female,31,4,6,1,2,FI,0.104060374,-0.3816425642884806,Low
1,2,5,4,3,2,3,Female,69,7,5,3,2,FI,0.038402993,-2.243484239036878,Low
4,4,9,1,3,3,2,Male,33,7,10,1,1,FI,0.0650937,0.7479060696000066,High
2,2,10,1,2,1,2,Male,59,4,1,1,2,FI,0.069180004,-1.2258386521055415,Low
4,5,10,2,2,2,2,Female,61,7,4,2,3,FI,0.039569203,1.0880911534142983,High
3,4,9,2,2,2,2,Male,72,5,7,2,1,FI,0.03629689,0.015613028740096714,Mid
3,4,3,4,2,4,5,Male,34,6,9,1,1,FI,0.059705526,-0.32681002654561475,Mid
4,4,2,1,2,1,1,Male,62,5,7,1,1,FI,0.037563305,0.3484125051000099,Mid
3,3,8,2,1,2,3,Male,72,5,4,2,1,FI,0.03670737,-0.3245720550741953,Mid
2,3,7,4,3,4,4,Male,71,1,3,1,2,FI,0.10185285,-1.1139356051483906,Low
3,4,8,3,3,2,2,Female,52,6,5,3,2,FI,0.04176377,-0.04145748047418853,Mid
3,2,4,3,4,3,3,Female,66,5,8,3,1,FI,0.0322265,-0.835968666531343,Low
4,4,9,1,2,1,2,Female,57,7,10,1,1,FI,0.04311716,0.7479060696000066,High
3,4,9,4,1,3,3,Female,46,4,9,5,2,FI,0.10754029,0.015613028740096714,Mid
5,5,10,1,1,1,2,Male,81,6,9,1,1,FI,0.04492787,1.8203841942742083,High
2,2,7,1,1,3,2,Female,34,7,9,1,1,FI,0.050258953,-1.3970501797483972,Low
3,3,6,4,2,4,4,Female,73,7,10,1,1,FI,0.032730743,-0.4387130735027658,Low
3,3,8,1,3,2,2,Male,46,7,10,3,1,FI,0.042135555,-0.3245720550741953,Mid
3,3,8,2,2,2,3,Female,71,4,6,1,1,FI,0.0493475,-0.3245720550741953,Mid
4,4,9,1,4,3,2,Male,56,6,9,1,1,FI,0.043852035,0.7479060696000066,High
4,5,10,1,2,1,2,Female,55,7,9,1,2,FI,0.05002369,1.0880911534142983,High
2,3,7,4,2,2,3,Male,52,4,8,3,2,FI,0.09392018,-1.1139356051483906,Low
3,3,8,3,2,3,3,Female,44,7,9,5,2,FI,0.058454454,-0.3245720550741953,Mid
4,4,8,1,1,1,2,Male,75,5,9,2,1,FI,0.04492787,0.6908355603857214,High
2,4,1,4,5,2,NA,Male,59,7,7,1,2,FI,0.037988108,-1.1732440858340953,Low
3,4,9,2,1,4,3,Female,48,7,8,4,1,FI,0.044975437,0.015613028740096714,Mid
2,3,7,2,4,2,3,Male,68,4,7,5,2,FI,0.051527306,-1.1139356051483906,Low
3,4,10,1,5,2,3,Male,41,7,10,1,1,FI,0.052976195,0.07268353795438197,Mid
2,3,8,2,2,1,3,Male,44,4,6,2,3,FI,0.08717353,-1.0568650959341053,Low
5,5,10,1,1,1,5,Female,62,4,6,3,2,FI,0.060904924,1.8203841942742083,High
4,4,9,2,3,NA,2,Male,73,5,5,3,2,FI,0.03629689,0.7479060696000066,High
4,5,10,5,2,2,2,Female,78,6,6,4,2,FI,0.041458353,1.0880911534142983,High
5,5,9,1,3,2,2,Male,56,6,2,2,2,FI,0.05087625,1.763313685059923,High
3,4,2,4,2,2,4,Male,38,6,1,1,NA,FI,0.067492336,-0.38388053575990005,Low
2,2,7,2,2,2,3,Female,72,5,9,4,1,FI,0.032730743,-1.3970501797483972,Low
3,3,8,4,1,1,3,Male,76,7,6,3,3,FI,0.03573421,-0.3245720550741953,Mid
2,3,5,5,5,2,3,Male,40,4,9,5,1,FI,0.10263113,-1.2280766235769611,Low
5,5,9,1,3,3,2,Female,66,6,9,2,1,FI,0.039569203,1.763313685059923,High
4,4,8,4,2,1,3,Female,50,5,9,5,1,FI,0.057591055,0.6908355603857214,High
4,3,10,2,2,2,2,Male,54,4,9,1,2,FI,0.0776386,0.5218620042142851,Mid
3,3,5,2,2,2,3,Male,83,4,6,3,2,FI,0.05252885,-0.49578358271705103,Low
4,4,9,1,2,3,2,Male,58,4,8,1,1,FI,0.059500467,0.7479060696000066,High
4,3,10,2,1,2,1,Female,45,7,7,3,1,FI,0.054118257,0.5218620042142851,Mid
4,5,10,1,1,1,1,Female,81,6,7,3,2,FI,0.03054452,1.0880911534142983,High
2,3,3,5,2,4,5,Male,41,6,7,3,1,FI,0.0596957,-1.3422176420055318,Low
4,5,10,1,2,2,2,Male,79,7,9,3,1,FI,0.047141135,1.0880911534142983,High
4,5,10,2,1,2,2,Female,43,7,5,1,1,FI,0.05438247,1.0880911534142983,High
4,4,9,3,1,2,3,Female,63,5,6,5,3,FI,0.06976827,0.7479060696000066,High
4,3,9,2,2,3,2,Male,90,7,6,3,1,FI,0.03387248,0.46479149499999983,Mid
4,5,10,2,2,2,2,Male,73,6,4,3,2,FI,0.03670737,1.0880911534142983,High
3,3,8,3,1,2,3,Female,62,2,6,3,2,FI,0.11434878,-0.3245720550741953,Mid
4,5,8,2,1,2,2,Male,78,7,6,2,1,FI,0.038428675,0.973950134985728,High
2,3,3,3,3,4,3,Male,74,7,9,2,1,FI,0.04492787,-1.3422176420055318,Low
2,3,6,2,2,1,3,Male,34,6,8,1,2,FI,0.05547915,-1.171006114362676,Low
4,4,9,2,1,2,2,Male,74,5,3,2,3,FI,0.05494125,0.7479060696000066,High
3,3,8,1,1,1,2,Male,72,7,7,1,2,FI,0.038724918,-0.3245720550741953,Mid
3,4,10,2,1,1,2,Female,51,6,5,1,1,FI,0.05559847,0.07268353795438197,Mid
5,2,9,2,1,2,1,Female,55,6,9,3,1,FI,0.047097363,0.9139699612599027,High
4,4,10,2,4,4,3,Male,85,7,3,3,2,FI,0.03886326,0.8049765788142919,High
4,4,8,1,1,2,2,Male,60,4,9,2,2,FI,0.05192069,0.6908355603857214,High
5,5,5,2,3,3,2,Female,72,5,9,2,1,FI,0.033100877,1.5350316482027822,High
5,5,9,1,1,2,1,Female,30,7,6,1,1,FI,0.06085151,1.763313685059923,High
3,3,6,3,3,3,3,Male,70,2,7,2,2,FI,0.0997166,-0.4387130735027658,Low
3,3,8,3,1,4,2,Female,60,7,10,3,1,FI,0.035573747,-0.3245720550741953,Mid
2,2,2,3,2,4,4,Male,77,7,8,1,1,FI,0.035861872,-1.6824027258198238,Low
4,4,10,1,1,3,1,Female,65,7,8,1,1,FI,0.03968974,0.8049765788142919,High
3,2,10,3,2,3,4,Female,59,6,4,3,3,FI,0.044816036,-0.49354561124563157,Low
4,4,7,2,2,2,2,Male,79,5,4,3,2,FI,0.04154374,0.6337650511714361,High
2,3,3,2,2,2,2,Male,74,1,7,5,2,FI,0.10701369,-1.3422176420055318,Low
3,4,5,2,3,1,4,Male,51,4,10,3,2,FI,0.07164256,-0.21266900811704426,Mid
3,4,9,2,2,3,3,Female,63,5,6,3,2,FI,0.033617936,0.015613028740096714,Mid
1,3,0,5,5,4,4,Male,43,6,6,3,2,FI,0.04515143,-2.245722210508297,Low
4,4,10,2,2,2,2,Female,70,5,8,2,1,FI,0.038402993,0.8049765788142919,High
4,5,9,2,1,1,2,Female,25,4,1,1,2,FI,0.09662372,1.0310206442000132,High
3,4,8,2,1,4,2,Male,26,4,1,1,2,FI,0.11305185,-0.04145748047418853,Mid
