cntry,term,or,or_low,or_high
PL,gndrFemale,1.2068209286213594,0.7682877893904411,1.8956656266970477
PL,age,0.9938076647359378,0.9798970806062112,1.0079157230235736
PL,eisced,0.8972311012618099,0.7963114490084123,1.0109406942144517
PL,hinctnta,1.0067382996417646,0.9059899855892235,1.118690073937664
PL,w1xq3,1.092831630721487,0.9235595697950029,1.2931282530811434
PL,hincfel,0.9847665460165156,0.6223746043736907,1.558169538632114
PL,1|2,0.008682158390107254,0.0015300956841206254,0.0492648107521668
PL,2|3,0.06465944213096153,0.012814925292081912,0.3262479773698271
PL,3|4,0.2654715990826346,0.05251419332059786,1.3420213748546397
PL,4|5,0.949644611564788,0.18398941380235473,4.901504220469968
PT,clusterMid,0.934944181101959,0.4701613885167208,1.859192700902374
PT,clusterHigh,0.5404864516417601,0.2730716017434704,1.0697765807325879
PT,gndrFemale,0.8711232871834398,0.48544954745096364,1.5632021606734228
PT,age,0.960187826824454,0.940496725857517,0.9802911987186892
PT,eisced,0.8165368342487689,0.7128440664790957,0.9353131112925572
PT,hinctnta,0.9796066360781699,0.8607360189672975,1.1148936959786364
PT,w1xq3,0.9127643329800388,0.6819251632673358,1.221745101131983
PT,hincfel,1.2452018950293515,0.8209855425422281,1.8886176175324492
PT,1|2,0.005665293069290847,6.550787183685081e-4,0.048994944669992886
PT,2|3,0.03983686816527576,0.004961928647163839,0.319830488921813
PT,3|4,0.12962113800646874,0.01695790607756475,0.9907850262433353
PT,4|5,0.3151703263421187,0.04133644462427049,2.4030207607229754
SI,clusterMid,0.6313664183680308,0.4560291632344334,0.8741185572773393
SI,clusterHigh,0.27254104133464657,0.18331392491514076,0.40519900081872345
SI,gndrFemale,0.8166588372312824,0.603373026098794,1.1053388659750087
SI,age,0.98864583934806,0.9798753401847006,0.9974948399823924
SI,eisced,0.9602881619419836,0.8532575596190812,1.0807444288891963
SI,hinctnta,0.987367782757697,0.9194751280251161,1.0602735285746858
SI,w1xq3,1.0914856176686794,0.9596677501676856,1.2414096997314037
SI,hincfel,1.2121170715136795,0.9418276170420552,1.5599752741050634
SI,1|2,0.03266687700872203,0.011049975903823705,0.09657259552337183
SI,2|3,0.17466564872887758,0.060475051071815215,0.5044739657954277
SI,3|4,0.6807442207222874,0.23361865130951576,1.9836288389184729
SI,4|5,2.2747521321870297,0.7799725676333519,6.634204172834262
